n_tries,n_choices,guesses,feedback,won
7,"[6512, 224, 52, 7, 5, 4, 3]","['aleut', 'cecil', 'mewls', 'dells', 'yells', 'bells', 'sells']","{'false_letters': ['u', 'i', 'y', 'w', 'm', 'd', 'b', 'a', 't', 'c'], 'true_letters': {1: 'e', 3: 'l', 4: 's', 2: 'l', 0: 's'}, 'misplaced_letters': {1: ['l'], 2: ['e'], 4: ['l']}}",0
5,"[6512, 40, 6, 3, 2]","['molar', 'lumen', 'blimp', 'klimt', 'slimy']","{'false_letters': ['e', 'p', 'u', 'o', 'n', 'b', 'a', 'r', 'k', 't'], 'true_letters': {1: 'l', 2: 'i', 3: 'm', 0: 's', 4: 'y'}, 'misplaced_letters': {0: ['m', 'l'], 2: ['l', 'm']}}",1
3,"[6512, 92, 4]","['grids', 'split', 'stoic']","{'false_letters': ['p', 'g', 'd', 'l', 'r'], 'true_letters': {0: 's', 3: 'i', 1: 't', 2: 'o', 4: 'c'}, 'misplaced_letters': {2: ['i'], 4: ['s', 't']}}",1
8,"[6512, 936, 51, 10, 4, 3, 2, 1]","['coded', 'jelly', 'evils', 'snell', 'swell', 'shell', 'spell', 'smell']","{'false_letters': ['p', 'j', 'i', 'o', 'y', 'v', 'n', 'w', 'd', 'h', 'c'], 'true_letters': {3: 'l', 0: 's', 2: 'e', 4: 'l', 1: 'm'}, 'misplaced_letters': {3: ['e'], 1: ['e'], 2: ['l'], 0: ['e'], 4: ['s']}}",0
4,"[6512, 263, 57, 3]","['purer', 'sudan', 'cubit', 'quill']","{'false_letters': ['p', 'e', 'n', 'd', 'b', 's', 'a', 'r', 't', 'c'], 'true_letters': {1: 'u', 0: 'q', 2: 'i', 3: 'l', 4: 'l'}, 'misplaced_letters': {3: ['i']}}",1
4,"[6512, 316, 58, 1]","['junes', 'haman', 'clang', 'franc']","{'false_letters': ['e', 'j', 'u', 'g', 'm', 's', 'l', 'h'], 'true_letters': {2: 'a', 3: 'n', 0: 'f', 1: 'r', 4: 'c'}, 'misplaced_letters': {2: ['n'], 1: ['a'], 3: ['a'], 4: ['n'], 0: ['c']}}",1
3,"[6512, 35, 1]","['lurid', 'sinus', 'ictus']","{'false_letters': ['r', 'l', 'd', 'n'], 'true_letters': {3: 'u', 4: 's', 0: 'i', 1: 'c', 2: 't'}, 'misplaced_letters': {1: ['u', 'i'], 3: ['i'], 0: ['s']}}",1
5,"[6512, 8, 3, 2, 1]","['lithe', 'wilde', 'milne', 'rilke', 'bilge']","{'false_letters': ['n', 'w', 'd', 'm', 'r', 'k', 't', 'h'], 'true_letters': {1: 'i', 4: 'e', 2: 'l', 0: 'b', 3: 'g'}, 'misplaced_letters': {0: ['l']}}",1
5,"[6512, 1965, 156, 7, 1]","['wheel', 'marva', 'xians', 'unsay', 'sudan']","{'false_letters': ['e', 'i', 'y', 'v', 'x', 'w', 'm', 'l', 'r', 'h'], 'true_letters': {3: 'a', 0: 's', 1: 'u', 2: 'd', 4: 'n'}, 'misplaced_letters': {1: ['a', 'n'], 4: ['a', 's'], 2: ['a', 's'], 3: ['n'], 0: ['u']}}",1
5,"[6512, 390, 6, 2, 1]","['gouda', 'venue', 'sinus', 'linux', 'pinup']","{'false_letters': ['e', 'o', 'x', 'v', 'g', 'd', 's', 'a', 'l'], 'true_letters': {2: 'n', 3: 'u', 1: 'i', 0: 'p', 4: 'p'}, 'misplaced_letters': {2: ['u']}}",1
4,"[6512, 270, 22, 1]","['zincs', 'clark', 'cheap', 'cheat']","{'false_letters': ['p', 'i', 'z', 'n', 's', 'l', 'r', 'k'], 'true_letters': {0: 'c', 1: 'h', 2: 'e', 3: 'a', 4: 't'}, 'misplaced_letters': {3: ['c'], 2: ['a']}}",1
5,"[6512, 2668, 60, 19, 1]","['middy', 'epcot', 'scows', 'bunco', 'cuzco']","{'false_letters': ['e', 'p', 'i', 'y', 'n', 'w', 'm', 'd', 's', 'b', 't'], 'true_letters': {1: 'u', 3: 'c', 4: 'o', 0: 'c', 2: 'z'}, 'misplaced_letters': {2: ['c', 'o'], 3: ['o'], 1: ['c']}}",1
4,"[6512, 262, 19, 1]","['ramie', 'turns', 'grows', 'frogs']","{'false_letters': ['e', 'u', 'i', 'n', 'w', 'm', 'a', 't'], 'true_letters': {4: 's', 1: 'r', 2: 'o', 0: 'f', 3: 'g'}, 'misplaced_letters': {0: ['r', 'g'], 2: ['r']}}",1
5,"[6512, 1470, 21, 2, 1]","['lyman', 'shoes', 'strip', 'swizz', 'skiff']","{'false_letters': ['e', 'p', 'z', 'o', 'y', 'n', 'w', 'm', 'a', 'l', 'r', 't', 'h'], 'true_letters': {0: 's', 2: 'i', 1: 'k', 3: 'f', 4: 'f'}, 'misplaced_letters': {4: ['s'], 3: ['i']}}",1
4,"[6512, 283, 10, 1]","['rives', 'cabin', 'which', 'hoick']","{'false_letters': ['e', 'v', 'n', 'w', 'b', 's', 'a', 'r'], 'true_letters': {2: 'i', 3: 'c', 0: 'h', 1: 'o', 4: 'k'}, 'misplaced_letters': {1: ['i', 'h'], 0: ['c'], 3: ['i'], 4: ['h']}}",1
4,"[6512, 1117, 30, 1]","['clove', 'sired', 'yemen', 'manet']","{'false_letters': ['i', 'o', 'y', 'v', 'd', 's', 'l', 'r', 'c'], 'true_letters': {3: 'e', 0: 'm', 1: 'a', 2: 'n', 4: 't'}, 'misplaced_letters': {4: ['e', 'n'], 1: ['e'], 2: ['m']}}",1
6,"[6512, 653, 97, 33, 16, 3]","['morse', 'tasks', 'lulus', 'spivs', 'hings', 'diffs']","{'false_letters': ['e', 'p', 'u', 'o', 'v', 'n', 'g', 'm', 'a', 'r', 'l', 'k', 't', 'h'], 'true_letters': {4: 's', 1: 'i', 0: 'd', 2: 'f', 3: 'f'}, 'misplaced_letters': {3: ['s'], 2: ['s', 'i'], 0: ['s']}}",1
3,"[6512, 2136, 1]","['slyly', 'crowd', 'cooed']","{'false_letters': ['y', 'w', 's', 'l', 'r'], 'true_letters': {0: 'c', 2: 'o', 4: 'd', 1: 'o', 3: 'e'}, 'misplaced_letters': {}}",1
3,"[6512, 1297, 2]","['final', 'comes', 'khmer']","{'false_letters': ['f', 'i', 'o', 'n', 's', 'l', 'a', 'c'], 'true_letters': {2: 'm', 3: 'e', 0: 'k', 1: 'h', 4: 'r'}, 'misplaced_letters': {}}",1
3,"[6512, 201, 2]","['chart', 'atlas', 'aptly']","{'false_letters': ['r', 'h', 's', 'c'], 'true_letters': {0: 'a', 1: 'p', 2: 't', 3: 'l', 4: 'y'}, 'misplaced_letters': {2: ['a', 'l'], 4: ['t'], 1: ['t'], 3: ['a']}}",1
6,"[6512, 335, 29, 3, 2, 1]","['veils', 'fakir', 'inapt', 'omani', 'diana', 'diann']","{'false_letters': ['e', 'p', 'f', 'o', 'v', 'm', 's', 'l', 'r', 'k', 't'], 'true_letters': {2: 'a', 3: 'n', 0: 'd', 1: 'i', 4: 'n'}, 'misplaced_letters': {2: ['i'], 1: ['a', 'n'], 3: ['i'], 0: ['i'], 4: ['i', 'a']}}",1
5,"[6512, 3354, 71, 3, 2]","['boozy', 'dwell', 'girls', 'karla', 'carla']","{'false_letters': ['e', 'z', 'i', 'o', 'y', 'w', 'g', 'd', 'b', 's', 'k'], 'true_letters': {3: 'l', 2: 'r', 1: 'a', 4: 'a', 0: 'c'}, 'misplaced_letters': {4: ['l']}}",1
4,"[6512, 2013, 5, 1]","['touch', 'maids', 'laird', 'dairy']","{'false_letters': ['u', 'o', 'm', 's', 'l', 't', 'h', 'c'], 'true_letters': {1: 'a', 2: 'i', 3: 'r', 0: 'd', 4: 'y'}, 'misplaced_letters': {3: ['d'], 4: ['d']}}",1
4,"[6512, 884, 27, 1]","['unbar', 'pages', 'saith', 'waist']","{'false_letters': ['p', 'e', 'u', 'n', 'g', 'b', 'r', 'h'], 'true_letters': {1: 'a', 2: 'i', 0: 'w', 3: 's', 4: 't'}, 'misplaced_letters': {3: ['a', 't'], 4: ['s'], 0: ['s']}}",1
3,"[6512, 23, 1]","['fossa', 'disco', 'misdo']","{'false_letters': ['f', 'a', 'c'], 'true_letters': {2: 's', 1: 'i', 4: 'o', 0: 'm', 3: 'd'}, 'misplaced_letters': {1: ['o'], 3: ['s'], 0: ['d']}}",1
5,"[6512, 406, 38, 8, 1]","['easel', 'verdi', 'opine', 'niche', 'untie']","{'false_letters': ['p', 'o', 'v', 'd', 's', 'a', 'r', 'l', 'h', 'c'], 'true_letters': {4: 'e', 0: 'u', 1: 'n', 2: 't', 3: 'i'}, 'misplaced_letters': {0: ['e', 'n'], 3: ['e', 'n'], 1: ['e', 'i'], 4: ['i'], 2: ['i']}}",1
5,"[6512, 61, 17, 6, 2]","['augur', 'unsay', 'saudi', 'pause', 'faust']","{'false_letters': ['p', 'e', 'i', 'y', 'n', 'g', 'd', 'r'], 'true_letters': {1: 'a', 2: 'u', 3: 's', 0: 'f', 4: 't'}, 'misplaced_letters': {0: ['a', 'u', 's'], 1: ['u'], 3: ['u', 'a'], 2: ['s']}}",1
4,"[6512, 40, 7, 1]","['rends', 'olden', 'duane', 'diane']","{'false_letters': ['u', 'o', 's', 'l', 'r'], 'true_letters': {0: 'd', 2: 'a', 3: 'n', 4: 'e', 1: 'i'}, 'misplaced_letters': {1: ['e'], 2: ['n', 'd'], 3: ['d', 'e'], 4: ['n']}}",1
3,"[6512, 34, 2]","['hotel', 'filch', 'milch']","{'false_letters': ['t', 'o', 'f', 'e'], 'true_letters': {1: 'i', 2: 'l', 3: 'c', 4: 'h', 0: 'm'}, 'misplaced_letters': {0: ['h'], 4: ['l']}}",1
5,"[6512, 1877, 124, 7, 1]","['tenet', 'aloud', 'spivs', 'brigs', 'frigs']","{'false_letters': ['e', 'p', 'u', 'o', 'n', 'v', 'd', 'b', 'a', 'l', 't'], 'true_letters': {2: 'i', 4: 's', 1: 'r', 3: 'g', 0: 'f'}, 'misplaced_letters': {0: ['s']}}",1
4,"[6512, 5, 2, 1]","['races', 'roche', 'recon', 'recto']","{'false_letters': ['h', 'a', 's', 'n'], 'true_letters': {0: 'r', 2: 'c', 1: 'e', 3: 't', 4: 'o'}, 'misplaced_letters': {3: ['e', 'o'], 1: ['o'], 4: ['e']}}",1
6,"[6512, 229, 78, 26, 15, 1]","['cased', 'lives', 'totes', 'knees', 'reyes', 'meres']","{'false_letters': ['i', 'o', 'y', 'v', 'n', 'd', 'a', 'l', 'k', 't', 'c'], 'true_letters': {3: 'e', 4: 's', 1: 'e', 0: 'm', 2: 'r'}, 'misplaced_letters': {2: ['s', 'e'], 0: ['r']}}",1
4,"[6512, 68, 4, 1]","['akita', 'eliot', 'deist', 'feint']","{'false_letters': ['o', 'd', 's', 'l', 'a', 'k'], 'true_letters': {2: 'i', 4: 't', 1: 'e', 0: 'f', 3: 'n'}, 'misplaced_letters': {3: ['t'], 0: ['e']}}",1
4,"[6512, 549, 17, 1]","['owner', 'looms', 'basho', 'savoy']","{'false_letters': ['e', 'n', 'w', 'm', 'b', 'l', 'r', 'h'], 'true_letters': {1: 'a', 0: 's', 2: 'v', 3: 'o', 4: 'y'}, 'misplaced_letters': {0: ['o'], 1: ['o'], 2: ['o', 's'], 4: ['s', 'o']}}",1
4,"[6512, 1054, 14, 2]","['allot', 'maxim', 'meade', 'medea']","{'false_letters': ['i', 'o', 'x', 'l', 't'], 'true_letters': {0: 'm', 1: 'e', 2: 'd', 3: 'e', 4: 'a'}, 'misplaced_letters': {0: ['a'], 1: ['a'], 4: ['m', 'e'], 2: ['a'], 3: ['d']}}",1
5,"[6512, 265, 58, 2, 1]","['rites', 'nuked', 'haley', 'paleo', 'caleb']","{'false_letters': ['p', 'u', 'i', 'o', 'y', 'n', 'd', 's', 'r', 'k', 't', 'h'], 'true_letters': {3: 'e', 1: 'a', 2: 'l', 0: 'c', 4: 'b'}, 'misplaced_letters': {}}",1
5,"[6512, 445, 64, 7, 3]","['beret', 'scary', 'frown', 'humor', 'rigor']","{'false_letters': ['e', 'f', 'u', 'y', 'n', 'w', 'm', 'b', 's', 'a', 't', 'h', 'c'], 'true_letters': {3: 'o', 4: 'r', 0: 'r', 1: 'i', 2: 'g'}, 'misplaced_letters': {2: ['r', 'o'], 3: ['r'], 1: ['r']}}",1
5,"[6512, 209, 37, 3, 1]","['tamra', 'minim', 'seems', 'plume', 'flume']","{'false_letters': ['p', 'i', 'n', 's', 'a', 'r', 't'], 'true_letters': {3: 'm', 1: 'l', 2: 'u', 4: 'e', 0: 'f'}, 'misplaced_letters': {2: ['m', 'e'], 0: ['m'], 4: ['m'], 1: ['e']}}",1
6,"[6512, 56, 19, 9, 5, 1]","['tansy', 'karts', 'fasts', 'waits', 'halts', 'bahts']","{'false_letters': ['f', 'i', 'y', 'n', 'w', 'l', 'r', 'k'], 'true_letters': {1: 'a', 3: 't', 4: 's', 0: 'b', 2: 'h'}, 'misplaced_letters': {0: ['t', 'h'], 3: ['s'], 2: ['s']}}",1
9,"[6512, 2051, 304, 46, 37, 24, 4, 3, 2]","['colon', 'duded', 'wares', 'fazes', 'games', 'pates', 'sates', 'yates', 'bates']","{'false_letters': ['f', 'p', 'u', 'z', 'o', 'y', 'n', 'w', 'g', 'd', 'm', 'l', 'r', 'c'], 'true_letters': {3: 'e', 1: 'a', 4: 's', 2: 't', 0: 'b'}, 'misplaced_letters': {0: ['s']}}",0
8,"[6512, 1821, 13, 6, 4, 3, 2, 1]","['quirt', 'helga', 'baggy', 'pangs', 'fangs', 'sangs', 'gangs', 'dangs']","{'false_letters': ['e', 'p', 'u', 'i', 'q', 'y', 'f', 'b', 'l', 'r', 't', 'h'], 'true_letters': {3: 'g', 1: 'a', 2: 'n', 4: 's', 0: 'd'}, 'misplaced_letters': {4: ['a'], 2: ['g'], 0: ['s', 'g']}}",0
3,"[6512, 1008, 3]","['tried', 'poops', 'suppl']","{'false_letters': ['e', 'i', 'o', 'd', 'r', 't'], 'true_letters': {3: 'p', 0: 's', 1: 'u', 2: 'p', 4: 'l'}, 'misplaced_letters': {0: ['p'], 4: ['s']}}",1
4,"[6512, 46, 9, 3]","['unset', 'datum', 'gutty', 'putty']","{'false_letters': ['e', 'n', 'g', 'd', 'm', 's', 'a'], 'true_letters': {2: 't', 1: 'u', 3: 't', 4: 'y', 0: 'p'}, 'misplaced_letters': {0: ['u'], 4: ['t'], 3: ['u']}}",1
4,"[6512, 120, 3, 1]","['getup', 'death', 'dents', 'debts']","{'false_letters': ['p', 'u', 'n', 'g', 'a', 'h'], 'true_letters': {1: 'e', 0: 'd', 3: 't', 4: 's', 2: 'b'}, 'misplaced_letters': {2: ['t']}}",1
4,"[6512, 202, 11, 1]","['thong', 'prose', 'coors', 'sword']","{'false_letters': ['p', 'e', 'n', 'g', 't', 'h', 'c'], 'true_letters': {2: 'o', 3: 'r', 0: 's', 1: 'w', 4: 'd'}, 'misplaced_letters': {1: ['r', 'o'], 3: ['s'], 4: ['s']}}",1
5,"[6512, 1569, 39, 8, 2]","['velum', 'hooch', 'fifth', 'rajah', 'graph']","{'false_letters': ['e', 'f', 'u', 'i', 'o', 'j', 'v', 'm', 'l', 't', 'c'], 'true_letters': {4: 'h', 0: 'g', 1: 'r', 2: 'a', 3: 'p'}, 'misplaced_letters': {0: ['h', 'r'], 1: ['a'], 3: ['a']}}",1
3,"[6512, 48, 4]","['nuked', 'cures', 'hubei']","{'false_letters': ['n', 'd', 's', 'r', 'k', 'c'], 'true_letters': {1: 'u', 3: 'e', 0: 'h', 2: 'b', 4: 'i'}, 'misplaced_letters': {}}",1
7,"[6512, 223, 32, 6, 3, 2, 1]","['dross', 'hoary', 'curio', 'otter', 'owner', 'offer', 'ogler']","{'false_letters': ['f', 'u', 'i', 'y', 'n', 'w', 'd', 's', 'a', 't', 'h', 'c'], 'true_letters': {0: 'o', 3: 'e', 4: 'r', 1: 'g', 2: 'l'}, 'misplaced_letters': {1: ['r', 'o'], 2: ['o', 'r'], 3: ['r'], 4: ['o']}}",0
4,"[6512, 1154, 8, 2]","['poled', 'aging', 'sniff', 'snits']","{'false_letters': ['p', 'e', 'f', 'o', 'g', 'd', 'l', 'a'], 'true_letters': {2: 'i', 0: 's', 1: 'n', 3: 't', 4: 's'}, 'misplaced_letters': {3: ['n']}}",1
3,"[6512, 239, 3]","['swear', 'tribe', 'outre']","{'false_letters': ['i', 'w', 'b', 's', 'a'], 'true_letters': {4: 'e', 0: 'o', 1: 'u', 2: 't', 3: 'r'}, 'misplaced_letters': {2: ['e'], 4: ['r'], 0: ['t'], 1: ['r']}}",1
4,"[6512, 827, 110, 5]","['above', 'kitty', 'mulls', 'plush']","{'false_letters': ['e', 'i', 'o', 'y', 'v', 'm', 'b', 'a', 'k', 't'], 'true_letters': {0: 'p', 1: 'l', 2: 'u', 3: 's', 4: 'h'}, 'misplaced_letters': {1: ['u'], 2: ['l'], 3: ['l'], 4: ['s']}}",1
5,"[6512, 1978, 127, 4, 1]","['blown', 'revue', 'seats', 'pesky', 'deism']","{'false_letters': ['p', 'u', 'o', 'y', 'n', 'v', 'w', 'b', 'l', 'r', 'a', 'k', 't'], 'true_letters': {1: 'e', 0: 'd', 2: 'i', 3: 's', 4: 'm'}, 'misplaced_letters': {4: ['e', 's'], 0: ['s'], 2: ['s']}}",1
4,"[6512, 2155, 7, 2]","['milky', 'goers', 'gnupg', 'ghana']","{'false_letters': ['e', 'p', 'u', 'i', 'o', 'y', 'm', 's', 'l', 'r', 'k'], 'true_letters': {0: 'g', 1: 'h', 2: 'a', 3: 'n', 4: 'a'}, 'misplaced_letters': {1: ['n'], 4: ['g']}}",1
5,"[6512, 394, 11, 2, 1]","['rinks', 'sooth', 'basso', 'epsom', 'lysol']","{'false_letters': ['e', 'p', 'i', 'n', 'm', 'b', 'a', 'r', 'k', 't', 'h'], 'true_letters': {2: 's', 3: 'o', 0: 'l', 1: 'y', 4: 'l'}, 'misplaced_letters': {4: ['s', 'o'], 0: ['s'], 1: ['o'], 2: ['o'], 3: ['s']}}",1
5,"[6512, 558, 23, 2, 1]","['filer', 'party', 'truck', 'trons', 'trows']","{'false_letters': ['f', 'p', 'u', 'e', 'i', 'y', 'n', 'l', 'a', 'k', 'c'], 'true_letters': {0: 't', 1: 'r', 2: 'o', 4: 's', 3: 'w'}, 'misplaced_letters': {4: ['r'], 2: ['r'], 3: ['t']}}",1
3,"[6512, 436, 9]","['gaunt', 'silty', 'dirty']","{'false_letters': ['u', 'n', 'g', 's', 'a', 'l'], 'true_letters': {1: 'i', 3: 't', 4: 'y', 0: 'd', 2: 'r'}, 'misplaced_letters': {4: ['t']}}",1
2,"[6512, 16]","['tammy', 'topsy']","{'false_letters': ['m', 'a'], 'true_letters': {0: 't', 4: 'y', 1: 'o', 2: 'p', 3: 's'}, 'misplaced_letters': {}}",1
7,"[6512, 148, 23, 11, 6, 2, 1]","['denis', 'libel', 'civet', 'firer', 'wiper', 'piper', 'riper']","{'false_letters': ['f', 'n', 'v', 'w', 'd', 'b', 's', 'l', 't', 'c'], 'true_letters': {1: 'i', 3: 'e', 4: 'r', 2: 'p', 0: 'r'}, 'misplaced_letters': {1: ['e'], 3: ['i'], 2: ['r'], 0: ['p']}}",0
6,"[6512, 1432, 306, 18, 3, 1]","['weeds', 'pukka', 'conic', 'hying', 'niffy', 'nimby']","{'false_letters': ['e', 'p', 'u', 'f', 'o', 'w', 'g', 'd', 's', 'a', 'k', 'h', 'c'], 'true_letters': {0: 'n', 1: 'i', 4: 'y', 2: 'm', 3: 'b'}, 'misplaced_letters': {2: ['n', 'i'], 3: ['i', 'n'], 1: ['y']}}",1
2,"[6512, 2]","['serge', 'usage']","{'false_letters': ['r'], 'true_letters': {3: 'g', 4: 'e', 0: 'u', 1: 's', 2: 'a'}, 'misplaced_letters': {0: ['s'], 1: ['e']}}",1
9,"[6512, 1445, 100, 11, 8, 5, 3, 2, 1]","['chief', 'satyr', 'molds', 'bulbs', 'pulps', 'zulus', 'nulls', 'lulls', 'gulls']","{'false_letters': ['e', 'p', 'i', 'f', 'o', 'y', 'z', 'n', 'm', 'd', 'b', 'a', 'r', 't', 'h', 'c'], 'true_letters': {2: 'l', 4: 's', 1: 'u', 3: 'l', 0: 'g'}, 'misplaced_letters': {0: ['s', 'l'], 3: ['u']}}",0
4,"[6512, 224, 17, 6]","['abuse', 'fakes', 'casey', 'eased']","{'false_letters': ['f', 'u', 'y', 'b', 'k', 'c'], 'true_letters': {1: 'a', 3: 'e', 2: 's', 0: 'e', 4: 'd'}, 'misplaced_letters': {0: ['a'], 3: ['s'], 4: ['e', 's']}}",1
5,"[6512, 979, 226, 4, 2]","['sumps', 'leers', 'downs', 'zions', 'axons']","{'false_letters': ['p', 'e', 'i', 'u', 'z', 'w', 'm', 'd', 'l', 'r'], 'true_letters': {4: 's', 3: 'n', 2: 'o', 0: 'a', 1: 'x'}, 'misplaced_letters': {0: ['s'], 1: ['o']}}",1
5,"[6512, 701, 146, 7, 1]","['stagy', 'fazed', 'umbra', 'molar', 'moran']","{'false_letters': ['f', 'e', 'u', 'z', 'y', 'g', 'd', 'b', 's', 'l', 't'], 'true_letters': {0: 'm', 1: 'o', 3: 'a', 2: 'r', 4: 'n'}, 'misplaced_letters': {2: ['a'], 1: ['a', 'm'], 3: ['r'], 4: ['a', 'r']}}",1
4,"[6512, 1528, 134, 1]","['marla', 'studs', 'foxed', 'dixon']","{'false_letters': ['f', 'e', 'u', 'm', 's', 'a', 'r', 'l', 't'], 'true_letters': {2: 'x', 0: 'd', 1: 'i', 3: 'o', 4: 'n'}, 'misplaced_letters': {3: ['d'], 1: ['o'], 4: ['d']}}",1
4,"[6512, 2838, 41, 4]","['funky', 'stall', 'jewel', 'rowel']","{'false_letters': ['f', 'j', 'u', 'y', 'n', 's', 'a', 'k', 't'], 'true_letters': {4: 'l', 2: 'w', 3: 'e', 0: 'r', 1: 'o'}, 'misplaced_letters': {3: ['l'], 1: ['e']}}",1
5,"[6512, 527, 158, 8, 1]","['davit', 'fayer', 'lagos', 'macao', 'oakum']","{'false_letters': ['f', 'e', 'i', 'y', 'v', 'g', 'd', 's', 'l', 'r', 't', 'c'], 'true_letters': {1: 'a', 0: 'o', 2: 'k', 3: 'u', 4: 'm'}, 'misplaced_letters': {3: ['o', 'a'], 0: ['m'], 4: ['o']}}",1
5,"[6512, 20, 4, 2, 1]","['ought', 'bethe', 'lathe', 'withe', 'tithe']","{'false_letters': ['u', 'o', 'g', 'w', 'b', 'l', 'a'], 'true_letters': {3: 'h', 2: 't', 4: 'e', 1: 'i', 0: 't'}, 'misplaced_letters': {4: ['t'], 1: ['e']}}",1
4,"[6512, 1295, 12, 3]","['vicar', 'tenet', 'those', 'thule']","{'false_letters': ['i', 'o', 'v', 'n', 's', 'a', 'r', 'c'], 'true_letters': {0: 't', 1: 'h', 4: 'e', 2: 'u', 3: 'l'}, 'misplaced_letters': {1: ['e'], 3: ['e'], 4: ['t']}}",1
4,"[6512, 111, 41, 3]","['music', 'corgi', 'dicey', 'twice']","{'false_letters': ['u', 'o', 'y', 'g', 'm', 'd', 's', 'r'], 'true_letters': {0: 't', 1: 'w', 2: 'i', 3: 'c', 4: 'e'}, 'misplaced_letters': {3: ['i', 'e'], 4: ['c', 'i'], 0: ['c'], 1: ['i'], 2: ['c']}}",1
6,"[6512, 579, 176, 67, 5, 1]","['foams', 'skews', 'elvis', 'dents', 'tubes', 'types']","{'false_letters': ['f', 'u', 'i', 'o', 'n', 'v', 'w', 'm', 'd', 'b', 'a', 'l', 'k'], 'true_letters': {4: 's', 0: 't', 3: 'e', 1: 'y', 2: 'p'}, 'misplaced_letters': {0: ['s', 'e'], 2: ['e'], 1: ['e'], 3: ['t']}}",1
5,"[6512, 664, 134, 3, 2]","['incur', 'jihad', 'twits', 'swiss', 'swims']","{'false_letters': ['u', 'j', 'n', 'd', 'a', 'r', 't', 'h', 'c'], 'true_letters': {1: 'w', 2: 'i', 4: 's', 0: 's', 3: 'm'}, 'misplaced_letters': {0: ['i'], 1: ['i'], 3: ['s']}}",1
4,"[6512, 814, 9, 1]","['ranks', 'hotly', 'fifty', 'deity']","{'false_letters': ['f', 'o', 'n', 's', 'a', 'r', 'l', 'k', 'h'], 'true_letters': {4: 'y', 3: 't', 0: 'd', 1: 'e', 2: 'i'}, 'misplaced_letters': {2: ['t'], 1: ['i']}}",1
5,"[6512, 1423, 33, 11, 1]","['swats', 'kirov', 'ripen', 'eider', 'dimer']","{'false_letters': ['p', 'o', 'v', 'n', 'w', 's', 'a', 'k', 't'], 'true_letters': {1: 'i', 3: 'e', 4: 'r', 0: 'd', 2: 'm'}, 'misplaced_letters': {2: ['r', 'd'], 0: ['r', 'e']}}",1
5,"[6512, 10, 4, 3, 1]","['medic', 'devin', 'rebid', 'fetid', 'tepid']","{'false_letters': ['f', 'n', 'v', 'm', 'b', 'r', 'c'], 'true_letters': {1: 'e', 3: 'i', 4: 'd', 0: 't', 2: 'p'}, 'misplaced_letters': {2: ['d', 't'], 0: ['d']}}",1
7,"[6512, 1363, 459, 210, 31, 5, 2]","['chyme', 'paean', 'tevet', 'jokes', 'rolex', 'rodeo', 'rower']","{'false_letters': ['p', 'j', 'y', 'n', 'v', 'x', 'm', 'd', 's', 'a', 'l', 'k', 't', 'h', 'c'], 'true_letters': {3: 'e', 1: 'o', 0: 'r', 2: 'w', 4: 'r'}, 'misplaced_letters': {4: ['e', 'o'], 2: ['e'], 1: ['e']}}",0
4,"[6512, 209, 31, 1]","['cried', 'swift', 'moils', 'amiss']","{'false_letters': ['e', 'f', 'o', 'w', 'd', 'l', 'r', 't', 'c'], 'true_letters': {2: 'i', 4: 's', 0: 'a', 1: 'm', 3: 's'}, 'misplaced_letters': {0: ['s', 'm']}}",1
4,"[6512, 25, 3, 1]","['chaos', 'lidos', 'minos', 'winos']","{'false_letters': ['d', 'm', 'l', 'a', 'h', 'c'], 'true_letters': {3: 'o', 4: 's', 1: 'i', 2: 'n', 0: 'w'}, 'misplaced_letters': {}}",1
3,"[6512, 92, 4]","['shore', 'dotes', 'joeys']","{'false_letters': ['r', 't', 'h', 'd'], 'true_letters': {1: 'o', 4: 's', 0: 'j', 2: 'e', 3: 'y'}, 'misplaced_letters': {0: ['s'], 2: ['o'], 4: ['e'], 3: ['e']}}",1
5,"[6512, 819, 4, 2, 1]","['spoke', 'hymen', 'manet', 'mined', 'miner']","{'false_letters': ['p', 'o', 'y', 'd', 's', 'a', 'k', 't', 'h'], 'true_letters': {3: 'e', 0: 'm', 2: 'n', 1: 'i', 4: 'r'}, 'misplaced_letters': {4: ['e', 'n'], 2: ['m']}}",1
5,"[6512, 137, 8, 3, 1]","['bilks', 'puled', 'gulch', 'lully', 'fully']","{'false_letters': ['p', 'e', 'i', 'g', 'd', 'b', 's', 'k', 'h', 'c'], 'true_letters': {2: 'l', 1: 'u', 3: 'l', 4: 'y', 0: 'f'}, 'misplaced_letters': {0: ['l']}}",1
5,"[6512, 437, 9, 2, 1]","['slick', 'hajji', 'hided', 'hired', 'hived']","{'false_letters': ['j', 's', 'l', 'r', 'a', 'k', 'c'], 'true_letters': {0: 'h', 1: 'i', 3: 'e', 4: 'd', 2: 'v'}, 'misplaced_letters': {2: ['i', 'd'], 4: ['i']}}",1
7,"[6512, 882, 147, 81, 10, 8, 2]","['pepys', 'adams', 'sachs', 'banns', 'janus', 'tanks', 'ranks']","{'false_letters': ['p', 'e', 'j', 'u', 'y', 'd', 'm', 'b', 't', 'h', 'c'], 'true_letters': {4: 's', 1: 'a', 2: 'n', 3: 'k', 0: 'r'}, 'misplaced_letters': {0: ['a', 's'], 2: ['a'], 3: ['n']}}",0
